Listing,Model,Platform,Carrier,Color,Storage,ListDate,ExpiredDate,SaleDate,Views,Quantity,Price,Condition,Title,Description,Damage,Sold
LUJZ48833,Apple iPhone 11 Pro,iOS,T-Mobile,Gray,64 GB,"Sep 16, 2020","Sep 26, 2020",,10,1,769,Fair,Space Grey 64gb Iphone 11 pro with surf blue case,"Phone is perfect except for one scratch. 100% battery health and warranty until 7/4/2021. Comes with box, charger, un-used earphones and a surf blue silicone case. Ships USPS priority same day if purchased before 7pm.",There is a scratch on the upper part of the screen. It is really only visible when the background is white. I'll do my best to get a picture of how it looks.,
LUKB85490,Apple iPhone 11 Pro,iOS,T-Mobile,Green,64 GB,"Sep 18, 2020","Sep 28, 2020",,13,1,770,Mint,iPhone 11Pro Like New*Apple Limited Warranty 9/09/21*100%Battery Health* Midnight Green,"This is a Mint Condition Iphone 11 Pro 64GB Midnight GreenNo Scratches (like New)100% Battery Health (see picture)Warranty Repair and Service until September 9, 2021 (see pictures)Clean IMEIFactory reset and ready to use",,
LUJW37788,Apple iPhone 11 Pro,iOS,T-Mobile,Green,64 GB,"Sep 13, 2020","Sep 23, 2020",,26,1,798,Good,Very good condition iPhone 11 Pro 64 GB in Midnight Green,"Selling my iPhone 11 Pro that I've taken great care of for the last several months. Unit still has AppleCare Plus coverage until November 18th, 2021. Phone is unlocked and can be used on any carrier! Includes charging cable and adapter with original box. Battery Health at 100% charge capacity.","One minor scratch on left edge of device, otherwise phone is in excellent condition.",
LUJT67578,Apple iPhone 11 Pro,iOS,T-Mobile,Gray,64 GB,"Sep 10, 2020","Sep 25, 2020",,45,1,799,Mint,LIKE BRAND NEW (SPRINT / T-MOBILE),"(SPRINT / T-MOBILE) ONLYAccessories included -Wall/USB Charger, lighting cable.Factory reset and ready to setup new accountThis phone CANNOT be activated on a MVNO network such as - Metro PCS-Boost Mobile, Virgin Mobile, Ting, Republic Wireless, Freedom Pop, Tello etc.Thanks for looking!note.(return accepted ONLY within 24hour after receive)Due to Paypal's recent policy change, Paypal will not refund their 3% service charge for any return/refund. Therefore, for any return/refund request there will be a 3% charge minus your total refund. Buyer is responsible for return shipping.------------------------------------------for more SPRINT Cellphones!!!Click below link.https://swappa.com/user/RBT093/listings/active------------------------------------------------------------------------------------",,
LUJT77942,Apple iPhone 11 Pro,iOS,T-Mobile,Gray,64 GB,"Sep 10, 2020","Sep 25, 2020",,34,1,799,Mint,LIKE BRAND NEW (SPRINT / T-MOBILE),"(SPRINT / T-MOBILE) ONLYAccessories included -Wall/USB Charger, lighting cable.Factory reset and ready to setup new accountThis phone CANNOT be activated on a MVNO network such as - Metro PCS-Boost Mobile, Virgin Mobile, Ting, Republic Wireless, Freedom Pop, Tello etc.Thanks for looking!note.(return accepted ONLY within 24hour after receive)Due to Paypal's recent policy change, Paypal will not refund their 3% service charge for any return/refund. Therefore, for any return/refund request there will be a 3% charge minus your total refund. Buyer is responsible for return shipping.------------------------------------------for more SPRINT Cellphones!!!Click below link.https://swappa.com/user/RBT093/listings/active------------------------------------------------------------------------------------",,
LUJR59281,Apple iPhone 11 Pro,iOS,T-Mobile,Gray,64 GB,"Sep 08, 2020",,"Sep 16, 2020",42,1,799,Mint,,"
Like-new iPhone 11 Pro in space gray. Purchased in Dec 2019 and switched phones in June 2020 so only had about 6 months of sparing use.
Clean ESN, no iCloud lock, no finance hold. Ready to activate.
Always had a front AND rear glass/screen protector along with a case. I am the original owner and purchased this device from the store myself.
Mint condition, no damage, scratches and nothing has ever been repaired on this device. I have the original box, receipt, accessories, EarPods (never used), charger...basically everything that comes with the phone when you buy it brand new from the Apple Store, even the manual and the Apple sticker. The EarPods and wall charger/USB-C cable have never been used.
Everything is fully functional like the day it was purchased. The condition of this phone is as if you purchased it brand new. The battery holds a charge like the day I bought it, and the iPhone 11 Pro has an EXCELLENT battery.
",,Yes
LUEL13474,Apple iPhone 11 Pro,iOS,T-Mobile,Gray,64 GB,"Apr 25, 2020",,"Sep 15, 2020",393,0,779,Mint,,"
Like New Device» Mint Condition» Generic Box + NEW Accessories Included!» Factory Box IS NOT INCLUDED
T-Mobile + Metro - CLEAN ESN» Compatible with T-Mobile + Metro ONLY!» Can NOT be unlocked for other carriers!» 100% CLEAN / NON FINANCED IMEI
» Every item sold by Adopt-A-Phone™ includes a 60 day warranty for manufacturer defects!  » Every device is 100% GUARANTEED!
",,Yes
LUJS02255,Apple iPhone 11 Pro,iOS,T-Mobile,Silver,256 GB,"Sep 09, 2020",,"Sep 10, 2020",46,1,850,Good,,"
Besides the 1 small scuff shown on pic phone is like new still at  100% battery health.  With case and aftermarket fast charger
","
Just one small scuff on the upper right corner of bezel as shown on pics, besides that phone is mint 9.8/10
",Yes
LUJL30726,Apple iPhone 11 Pro,iOS,T-Mobile,Gray,64 GB,"Sep 01, 2020",,"Sep 09, 2020",62,1,799,Mint,,"
iPhone 11 ProT-Mobile64gb
Condition: This phone is in MINT condition. The device has no signs of use and is in excellent condition. Comes with original box and accessories
Battery Health - 100%
FREE Standard Shipping:Items are shipped next business dayUsually takes 2-3 business days for the deliveryWe do offer expedited shipping options via USPS.When the tracking number is available, your order will be updated via SALE PAGE.A 3% fee will be issued for incorrect address orders, please make sure the address is correct before placing your orderA 15% restocking fee will be charged on non-defective items / Buyer’s remorseWe ship USPS Priority for free but we highly recommend using our USPS express option for shipping. There are no known delays according to their website for express. Other services may experience delays.
",,Yes
LUJV93124,Apple iPhone 11 Pro Max,iOS,T-Mobile,Green,64 GB,"Sep 11, 2020",,"Sep 19, 2020",143,1,719,Fair,*Trusted Seller* iPhone 11 Pro Max - 64gb - T-Mobile | Metro PCS - Battery Health - 88%,"iPhone 11 Pro MaxT-Mobile | Metro PCS64gb
Condition: This phone is in fair condition. The device has noticeable wear and tear with multiple light scratches on the screen.
Battery Health - 88%
Comes with 1m Lightning Cable Charger and 5W Wall Adapter
All phones come with a 30 day warranty and money back guarantee!
FREE Standard Shipping:Items are shipped next business dayUsually takes 2-3 business days for the deliveryWe do offer expedited shipping options via USPS.When the tracking number is available, your order will be updated via SALE PAGE.A 3% fee will be issued for incorrect address orders, please make sure the address is correct before placing your orderA 15% restocking fee will be charged on non-defective items / Buyer’s remorseWe ship USPS Priority for free but we highly recommend using our USPS express option for shipping. There are no known delays according to their website for express.",Multiple light scratches on screen,Yes
LUKB74242,Apple iPhone 11 Pro Max,iOS,T-Mobile,Green,64 GB,"Sep 17, 2020",,"Sep 19, 2020",79,1,740,Mint,Battery Health 🔋 99% | New Case | 60 Day Money Back Guarantee | Fast Shipping,"IPHONE 11 PRO MAX 64GB TMOBILE ONLY
PHONE IS FULLY FUNCTIONAL AND IN EXCELLENT SHAPE
ORIGINAL ADAPTER, USB CABLE AND BRAND NEW CASE WITH LENS PROTECTORS INCLUDED
SHIPS FREE & SAME DAY
Warranty:
Item comes with a 60-Day Limited Warranty against any hardware defects. Each item will either be fixed, exchanged, or a full refund will be issued. The warranty does not cover damages caused through misuse such as exposure to water, dropping the device or buyer's remorse.",,Yes
LUJN68652,Apple iPhone 11 Pro Max,iOS,T-Mobile,Green,64 GB,"Sep 04, 2020","Sep 24, 2020",,116,1,779,Good,*Trusted Seller* iPhone 11 Pro Max - 64gb - T-Mobile | Metro PCS - Applecare+ 10/18/21,"iPhone 11 Pro MaxT-Mobile | Metro PCS64gb
Condition: This phone is in good condition. The device has minor wear and tear with light scratches on the screen.
Battery Health - 95%
Comes with 1m Lightning Cable Charger and 5W Wall Adapter
All phones come with a 30 day warranty and money back guarantee!
FREE Standard Shipping:Items are shipped next business dayUsually takes 2-3 business days for the deliveryWe do offer expedited shipping options via USPS.When the tracking number is available, your order will be updated via SALE PAGE.A 3% fee will be issued for incorrect address orders, please make sure the address is correct before placing your orderA 15% restocking fee will be charged on non-defective items / Buyer’s remorseWe ship USPS Priority for free but we highly recommend using our USPS express option for shipping. There are no known delays according to their website for express.",Light scratches on screen,
LUKB63875,Apple iPhone 11 Pro Max,iOS,T-Mobile,Gray,64 GB,"Sep 17, 2020","Sep 27, 2020",,11,1,779,Good,*Trusted Seller* iPhone 11 Pro Max - 64gb - T-Mobile | Metro PCS - Apple Limited Warranty 3/20/21,"iPhone 11 Pro MaxT-Mobile64gb
Condition: This phone is in good condition. The device has minor wear and tear with light scratches on the screen that are not noticeable unless under a direct light.
Battery Health - 100%
Comes with 1m Lightning Cable Charger and 5W Wall Adapter
All phones come with a 30 day warranty and money back guarantee!
FREE Standard Shipping:Items are shipped next business dayUsually takes 2-3 business days for the deliveryWe do offer expedited shipping options via USPS.When the tracking number is available, your order will be updated via SALE PAGE.A 3% fee will be issued for incorrect address orders, please make sure the address is correct before placing your orderA 15% restocking fee will be charged on non-defective items / Buyer’s remorseWe ship USPS Priority for free but we highly recommend using our USPS express option for shipping. There are no known delays according to their website for express.","Minor scratches, not noticeable unless under a direct light",
LUJF22854,Apple iPhone 11 Pro Max,iOS,T-Mobile,Green,64 GB,"Aug 27, 2020","Sep 20, 2020",,144,1,799,Good,,"
Phone is in near mint condition but has one tiny scratch on the screen. Please see photos. We have inspected it and everything works perfectly. It does not come with the box, charger or any other accessories. We offer a 60 day money-back guarantee.
We are new to selling on Swappa, however, we have been selling used smartphones and electronics online for over 3 years with great positive feedback. If you have any questions about our devices please ask. We want to earn your business and we are here to help.
","
Nearly mint but one tiny scratch on the screen. Please see photos.
",
LUJR76240,Apple iPhone 11 Pro Max,iOS,T-Mobile,Gray,64 GB,"Sep 08, 2020","Sep 18, 2020",,62,1,839,Good,,"
🏆TRUSTED SELLER 🏆MWG22LL/A A2161 BATTERY HEALTH 100%
Please READ Our Description for answers to Commonly asked questions It only takes 60 seconds
*  Screen may have some scratches, no cracks
* Updated to Latest IOS
 30 Day Warranty for Manufacturer Defects. Any Damage Caused by the user is not covered by our warranty but repaired or replaced at a discount.
 * All Purchases require signature to ensure you get your item
A 3% fee will be issued for incorrect address orders, please make sure the address is correct before placing your orderA 15% restocking fee will be charged on non-defective items / Buyer’s remorse
","
Scratches on front screen.
",
LUIW65081,Apple iPhone 11 Pro Max,iOS,T-Mobile,Gold,512 GB,"Aug 18, 2020","Sep 24, 2020",,287,1,899,Fair,*Trusted Seller* iPhone 11 Pro Max - 512gb - T-Mobile | Metro PCS - 95% Battery Health,"iPhone 11 Pro MaxT-Mobile | Metro PCS512gb
Condition: This phone is in fair condition. The device has noticeable wear and tear with multiple light scratches on the screen.
Battery Health - 95%
Comes with 1m Lightning Cable Charger and 5W Wall Adapter
All phones come with a 30 day warranty and money back guarantee!
FREE Standard Shipping:Items are shipped next business dayUsually takes 2-3 business days for the deliveryWe do offer expedited shipping options via USPS.When the tracking number is available, your order will be updated via SALE PAGE.A 3% fee will be issued for incorrect address orders, please make sure the address is correct before placing your orderA 15% restocking fee will be charged on non-defective items / Buyer’s remorseWe ship USPS Priority for free but we highly recommend using our USPS express option for shipping. There are no known delays according to their website for express. Other services may experience delays.",Noticeable light scratches on screen,
LUJU31232,Apple iPhone 11 Pro Max,iOS,T-Mobile,Gray,64 GB,"Sep 11, 2020","Sep 21, 2020",,17,1,798,Good,iPhone Pro Max VERY GOOD / FASTEST SHIPPING,"iPhone Pro Max VERY GOOD / FASTEST SHIPPING
Express shipping charge is for USPS Express Mail.
All of our devices come with a 50 day warranty. This covers hardware issues only and excludes all accidental damage. Any included chargers do not have warranty. 
Order cancelation is subject to a 2.9% fee
IMEI guaranteed for the life of the device.
All devices we sell are fully tested before shipping.
We stand by our devices and do our best to provide great customer support!
Thank you for looking at our listing!","great condition with only a few tiny scratches on the display. no visible scratching on the back cover or frame. The screen is 100% genuine apple, but shows a message in settings.  Does not affect the use of the device at all.",
